cliente_id,idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal,churn,previsao_churn,probabilidade
CLI00244,58.0,20.0,Padrão,29.9,68,137,2.0,1.1,Débito,Desktop,0,Vai cancelar,0.6
CLI00245,58.0,3.0,basico,,67,37,5.0,0.7,PIX,tv,0,Vai cancelar,0.9
CLI00246,75.0,46.0,basico,19.9,4,162,1.0,0.3,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI00247,68.0,16.0,Premium,39.9,25,112,7.0,4.5,Débito,tv,0,Vai continuar,0.2
CLI00248,65.0,4.0,Premium,39.9,52,75,6.0,4.9,Credito,Tablet,1,Vai continuar,0.5
CLI00249,57.0,40.0,Padrão,29.9,57,137,3.0,0.1,Cartão de Crédito,Tablet,1,Vai cancelar,0.6
CLI00250,63.0,12.0,Básico,19.9,78,41,2.0,1.6,Cartão de Crédito,tv,0,Vai cancelar,0.6
CLI00251,38.0,42.0,Padrão,29.9,80,42,8.0,2.7,PIX,tv,0,Vai cancelar,0.6
CLI00252,65.0,1.0,Premium,39.9,91,183,3.0,2.5,Boleto,mobile,0,Vai cancelar,0.9
CLI00253,56.0,8.0,Premium,39.9,48,77,5.0,4.5,PIX,tv,0,Vai continuar,0.2
CLI00254,64.0,15.0,PREMIUM,39.9,67,50,0.0,2.2,Boleto,mobile,0,Vai cancelar,0.6
CLI00255,73.0,38.0,PREMIUM,39.9,27,61,7.0,2.2,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI00256,31.0,10.0,PREMIUM,39.9,66,112,6.0,2.2,Credito,mobile,1,Vai cancelar,0.6
CLI00257,40.0,18.0,Premium,39.9,25,129,0.0,1.1,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI00258,18.0,55.0,Padrão,29.9,89,15,1.0,4.3,Boleto,Tablet,1,Vai continuar,0.2
CLI00259,69.0,44.0,Básico,19.9,42,101,7.0,3.3,Credito,Tablet,1,Vai continuar,0.2
CLI00260,54.0,7.0,Premium,39.9,31,163,8.0,2.6,PIX,tv,0,Vai cancelar,0.6
CLI00261,25.0,17.0,Premium,39.9,78,163,3.0,2.6,Boleto,tv,0,Vai cancelar,0.6
CLI00262,77.0,14.0,basico,19.9,21,153,2.0,4.7,,TV,0,Vai continuar,0.2
CLI00263,58.0,8.0,basico,19.9,47,127,3.0,1.0,Débito,TV,0,Vai cancelar,0.6
CLI00264,31.0,50.0,Premium,39.9,70,58,3.0,4.9,PIX,Tablet,0,Vai continuar,0.2
CLI00265,57.0,27.0,PREMIUM,39.9,49,182,3.0,4.9,Boleto,Tablet,0,Vai continuar,0.2
CLI00266,27.0,26.0,Padrão,29.9,94,21,4.0,2.6,Boleto,TV,1,Vai cancelar,0.6
CLI00267,39.0,2.0,Premium,39.9,27,78,7.0,3.6,,tv,1,Vai continuar,0.5
CLI00268,55.0,37.0,Básico,19.9,5,153,2.0,4.6,Débito,TV,1,Vai continuar,0.2
CLI00269,30.0,43.0,Premium,39.9,31,12,0.0,3.2,,Tablet,0,Vai continuar,0.2
CLI00270,24.0,47.0,Premium,39.9,25,18,1.0,2.7,Boleto,Mobile,0,Vai cancelar,0.6
CLI00271,53.0,38.0,Padrão,29.9,93,85,4.0,0.6,Credito,tv,1,Vai cancelar,0.6
CLI00272,50.0,25.0,PREMIUM,39.9,44,60,9.0,3.4,,tv,1,Vai continuar,0.2
CLI00273,62.0,15.0,PREMIUM,39.9,82,156,7.0,2.2,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI00274,71.0,51.0,basico,19.9,23,132,0.0,2.7,PIX,Tablet,1,Vai cancelar,0.6
CLI00275,50.0,48.0,basico,19.9,78,43,4.0,0.8,PIX,Desktop,1,Vai cancelar,0.6
CLI00276,73.0,51.0,PREMIUM,39.9,30,150,9.0,2.6,,TV,1,Vai cancelar,0.6
CLI00277,33.0,20.0,Premium,39.9,24,182,6.0,0.3,Boleto,TV,0,Vai cancelar,0.6
CLI00278,54.0,60.0,basico,19.9,86,33,9.0,4.0,Boleto,Mobile,1,Vai continuar,0.2
CLI00279,29.0,50.0,Padrão,29.9,94,96,8.0,3.6,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI00280,40.0,15.0,Padrão,29.9,5,175,7.0,4.5,Boleto,Desktop,0,Vai continuar,0.2
CLI00281,52.0,44.0,Premium,39.9,53,168,8.0,3.1,Débito,tv,0,Vai continuar,0.2
CLI00282,46.0,55.0,basico,19.9,92,175,1.0,4.4,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI00283,,27.0,Premium,39.9,94,104,8.0,0.4,,mobile,1,Vai cancelar,0.6
CLI00284,22.0,25.0,PREMIUM,39.9,40,174,6.0,3.2,Credito,Mobile,0,Vai continuar,0.2
CLI00285,65.0,10.0,PREMIUM,39.9,34,138,0.0,3.9,Credito,TV,0,Vai continuar,0.2
CLI00286,34.0,60.0,Básico,19.9,75,60,3.0,3.7,PIX,TV,0,Vai continuar,0.2
CLI00287,53.0,47.0,Padrão,29.9,39,97,1.0,0.8,Débito,TV,0,Vai cancelar,0.6
CLI00288,34.0,39.0,Premium,39.9,62,71,9.0,4.6,Boleto,Mobile,0,Vai continuar,0.2
CLI00289,21.0,30.0,PREMIUM,39.9,66,92,2.0,3.1,,Desktop,0,Vai continuar,0.2
CLI00290,36.0,15.0,Básico,19.9,94,166,3.0,4.9,Credito,Tablet,0,Vai continuar,0.2
CLI00291,67.0,31.0,Básico,19.9,3,76,1.0,4.3,Boleto,TV,1,Vai continuar,0.2
CLI00292,35.0,13.0,Padrão,29.9,56,61,2.0,3.1,PIX,Desktop,1,Vai continuar,0.2
CLI00293,75.0,24.0,PREMIUM,39.9,35,181,6.0,0.7,Cartão de Crédito,mobile,1,Vai cancelar,0.6
CLI00294,26.0,11.0,Básico,19.9,51,15,6.0,4.7,Cartão de Crédito,Mobile,0,Vai continuar,0.2
CLI00295,73.0,29.0,Básico,,94,129,,0.1,PIX,Desktop,1,Vai cancelar,0.6
CLI00296,57.0,54.0,Padrão,29.9,54,80,4.0,1.3,Boleto,mobile,0,Vai cancelar,0.6
CLI00297,45.0,47.0,Premium,39.9,37,13,3.0,3.4,,tv,0,Vai continuar,0.2
CLI00298,75.0,59.0,Padrão,29.9,36,107,0.0,0.8,Boleto,mobile,0,Vai cancelar,0.6
CLI00299,42.0,55.0,Premium,,18,97,5.0,1.9,Débito,TV,0,Vai cancelar,0.6
CLI00300,58.0,47.0,Básico,19.9,98,28,3.0,3.6,Boleto,Tablet,1,Vai continuar,0.2
CLI00301,48.0,7.0,basico,19.9,0,186,6.0,4.1,,Desktop,0,Vai continuar,0.2
CLI00302,71.0,52.0,Básico,19.9,97,122,2.0,3.5,PIX,mobile,0,Vai continuar,0.2
CLI00303,45.0,22.0,basico,19.9,73,165,5.0,2.2,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI00304,57.0,3.0,basico,19.9,62,72,8.0,4.0,PIX,Mobile,1,Vai continuar,0.5
CLI00305,64.0,24.0,Premium,39.9,11,93,9.0,3.9,Débito,Mobile,0,Vai continuar,0.2
CLI00306,40.0,4.0,Básico,19.9,63,19,7.0,0.8,Credito,TV,1,Vai cancelar,0.9
CLI00307,42.0,37.0,basico,19.9,40,12,2.0,2.2,,mobile,1,Vai cancelar,0.6
CLI00308,32.0,28.0,Básico,19.9,5,61,2.0,3.4,Cartão de Crédito,Tablet,0,Vai continuar,0.2
CLI00309,45.0,2.0,PREMIUM,39.9,35,163,8.0,4.2,,tv,1,Vai continuar,0.5
CLI00310,72.0,16.0,PREMIUM,39.9,5,105,1.0,3.2,Débito,tv,0,Vai continuar,0.2
CLI00311,68.0,26.0,Padrão,29.9,52,83,2.0,4.2,Débito,TV,0,Vai continuar,0.2
CLI00312,34.0,58.0,Básico,19.9,9,109,1.0,2.9,Credito,mobile,0,Vai cancelar,0.6
CLI00313,76.0,24.0,Padrão,29.9,97,68,8.0,4.3,Boleto,Desktop,0,Vai continuar,0.2
CLI00314,64.0,19.0,Básico,19.9,31,21,2.0,0.1,Cartão de Crédito,Tablet,1,Vai cancelar,0.6
CLI00315,25.0,36.0,PREMIUM,39.9,12,105,1.0,1.8,PIX,Tablet,1,Vai cancelar,0.6
CLI00316,,2.0,PREMIUM,39.9,6,25,7.0,4.8,,Mobile,1,Vai continuar,0.5
CLI00317,18.0,27.0,Básico,19.9,15,86,3.0,4.4,PIX,Tablet,0,Vai continuar,0.2
CLI00318,23.0,28.0,PREMIUM,39.9,8,149,1.0,2.8,Credito,Desktop,0,Vai cancelar,0.6
CLI00319,30.0,11.0,Básico,19.9,38,94,2.0,0.3,Cartão de Crédito,Mobile,0,Vai cancelar,0.6
CLI00320,62.0,53.0,PREMIUM,39.9,27,89,5.0,1.1,Boleto,TV,0,Vai cancelar,0.6
CLI00321,43.0,4.0,PREMIUM,39.9,5,181,4.0,0.3,Boleto,Desktop,1,Vai cancelar,0.9
CLI00322,32.0,35.0,PREMIUM,39.9,80,37,6.0,2.3,,TV,0,Vai cancelar,0.6
CLI00323,22.0,13.0,basico,19.9,61,115,8.0,2.4,Débito,Tablet,0,Vai cancelar,0.6
CLI00324,71.0,34.0,Básico,19.9,52,135,4.0,2.7,PIX,tv,1,Vai cancelar,0.6
CLI00325,19.0,16.0,basico,19.9,18,159,6.0,0.2,PIX,TV,1,Vai cancelar,0.6
CLI00326,59.0,29.0,PREMIUM,39.9,69,189,5.0,3.7,,mobile,0,Vai continuar,0.2
CLI00327,30.0,6.0,Padrão,29.9,79,12,8.0,2.4,Credito,mobile,0,Vai cancelar,0.6
CLI00328,69.0,12.0,Padrão,29.9,6,15,5.0,3.2,Cartão de Crédito,mobile,0,Vai continuar,0.2
CLI00329,30.0,57.0,Básico,19.9,84,136,3.0,4.0,Débito,Tablet,0,Vai continuar,0.2
CLI00330,42.0,15.0,PREMIUM,39.9,64,70,6.0,0.7,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI00331,76.0,35.0,Padrão,29.9,82,32,2.0,2.8,Débito,Tablet,1,Vai cancelar,0.6
CLI00332,28.0,25.0,Premium,39.9,58,121,6.0,0.5,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI00333,21.0,1.0,basico,19.9,2,40,6.0,4.5,Boleto,Mobile,1,Vai continuar,0.5
CLI00334,26.0,46.0,Padrão,29.9,65,174,7.0,3.3,Cartão de Crédito,Desktop,1,Vai continuar,0.2
CLI00335,63.0,43.0,basico,19.9,98,60,4.0,2.6,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI00336,57.0,15.0,PREMIUM,39.9,45,62,6.0,0.4,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI00337,38.0,22.0,PREMIUM,39.9,41,48,6.0,2.8,Boleto,mobile,1,Vai cancelar,0.6
CLI00338,71.0,14.0,Premium,39.9,20,183,0.0,2.9,,Tablet,0,Vai cancelar,0.6
CLI00339,35.0,49.0,Básico,19.9,9,49,4.0,4.1,Cartão de Crédito,Tablet,0,Vai continuar,0.2
CLI00340,39.0,6.0,Básico,19.9,55,90,0.0,2.5,Débito,TV,0,Vai cancelar,0.6
CLI00341,55.0,12.0,Premium,39.9,32,108,7.0,0.9,PIX,Tablet,1,Vai cancelar,0.6
CLI00342,67.0,21.0,PREMIUM,39.9,28,92,4.0,3.7,Boleto,Mobile,0,Vai continuar,0.2
CLI00343,50.0,57.0,basico,19.9,73,15,9.0,3.5,Boleto,TV,0,Vai continuar,0.2
CLI00344,65.0,55.0,Premium,39.9,15,183,1.0,1.5,Cartão de Crédito,Tablet,1,Vai cancelar,0.6
CLI00345,41.0,33.0,Básico,19.9,53,165,6.0,2.9,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI00346,75.0,1.0,basico,19.9,88,180,7.0,1.6,PIX,Desktop,1,Vai cancelar,0.9
CLI00347,39.0,1.0,Padrão,29.9,0,68,7.0,0.7,Cartão de Crédito,Tablet,1,Vai cancelar,0.9
CLI00348,38.0,34.0,Básico,19.9,3,47,7.0,0.8,Cartão de Crédito,Mobile,1,Vai cancelar,0.6
CLI00349,33.0,46.0,Básico,19.9,99,168,8.0,3.7,Boleto,Mobile,0,Vai continuar,0.2
CLI00350,37.0,54.0,Básico,19.9,98,62,5.0,3.6,Credito,mobile,1,Vai continuar,0.2
CLI00351,28.0,14.0,basico,19.9,96,49,0.0,1.6,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI00352,57.0,36.0,Básico,19.9,3,68,8.0,4.1,Débito,Mobile,1,Vai continuar,0.2
CLI00353,37.0,34.0,Premium,39.9,20,142,5.0,0.6,Credito,TV,0,Vai cancelar,0.6
CLI00354,65.0,52.0,basico,19.9,95,113,7.0,2.0,Boleto,TV,0,Vai cancelar,0.6
CLI00355,75.0,37.0,basico,19.9,86,103,0.0,1.0,Boleto,TV,0,Vai cancelar,0.6
CLI00356,69.0,32.0,Premium,39.9,77,26,4.0,0.9,Credito,mobile,1,Vai cancelar,0.6
CLI00357,38.0,54.0,Básico,19.9,45,126,3.0,1.7,Boleto,mobile,0,Vai cancelar,0.6
CLI00358,37.0,20.0,Premium,39.9,94,152,9.0,2.3,,Mobile,0,Vai cancelar,0.6
CLI00359,74.0,17.0,basico,19.9,42,75,8.0,0.3,Credito,Tablet,1,Vai cancelar,0.6
CLI00360,57.0,45.0,Básico,19.9,69,167,0.0,4.8,Débito,Desktop,0,Vai continuar,0.2
CLI00361,31.0,12.0,Premium,39.9,67,167,4.0,0.1,,tv,0,Vai cancelar,0.6
CLI00362,72.0,52.0,basico,19.9,87,30,2.0,0.8,Credito,Desktop,1,Vai cancelar,0.6
CLI00363,67.0,41.0,Padrão,29.9,53,131,8.0,0.4,Débito,TV,0,Vai cancelar,0.6
CLI00364,20.0,18.0,Premium,39.9,0,142,6.0,4.0,PIX,Mobile,0,Vai continuar,0.2
CLI00365,27.0,40.0,Padrão,29.9,17,20,7.0,3.8,Credito,tv,0,Vai continuar,0.2
CLI00366,28.0,57.0,PREMIUM,39.9,6,168,4.0,0.4,Cartão de Crédito,Tablet,1,Vai cancelar,0.6
CLI00367,69.0,5.0,Básico,19.9,63,181,6.0,0.3,Débito,mobile,1,Vai cancelar,0.9
CLI00368,56.0,15.0,Padrão,29.9,57,179,0.0,2.0,Cartão de Crédito,Mobile,1,Vai cancelar,0.6
CLI00369,47.0,14.0,Padrão,29.9,53,26,4.0,1.2,PIX,TV,0,Vai cancelar,0.6
CLI00370,61.0,41.0,Premium,39.9,7,145,7.0,3.3,Credito,mobile,1,Vai continuar,0.2
CLI00371,32.0,54.0,Básico,19.9,71,32,7.0,2.5,Débito,Desktop,0,Vai cancelar,0.6
CLI00372,41.0,31.0,basico,19.9,52,170,7.0,4.2,Boleto,mobile,1,Vai continuar,0.2
CLI00373,38.0,57.0,Padrão,29.9,68,53,9.0,2.2,,tv,0,Vai cancelar,0.6
CLI00374,53.0,58.0,PREMIUM,39.9,19,175,9.0,1.4,Boleto,Tablet,0,Vai cancelar,0.6
CLI00375,28.0,48.0,Padrão,29.9,15,169,3.0,3.5,Débito,Tablet,1,Vai continuar,0.2
CLI00376,52.0,10.0,Padrão,29.9,62,185,9.0,1.7,Cartão de Crédito,Desktop,1,Vai cancelar,0.6
CLI00377,25.0,42.0,Padrão,29.9,85,148,5.0,5.0,Boleto,Desktop,0,Vai continuar,0.2
CLI00378,44.0,46.0,Premium,39.9,19,87,2.0,2.8,Credito,Mobile,1,Vai cancelar,0.6
CLI00379,40.0,60.0,basico,19.9,46,55,9.0,3.9,Cartão de Crédito,Desktop,0,Vai continuar,0.2
CLI00380,39.0,22.0,basico,19.9,97,134,2.0,3.1,Cartão de Crédito,Tablet,0,Vai continuar,0.2
CLI00381,65.0,20.0,Padrão,29.9,47,81,8.0,1.5,,mobile,1,Vai cancelar,0.6
CLI00382,33.0,19.0,PREMIUM,39.9,24,172,1.0,2.5,Credito,mobile,0,Vai cancelar,0.6
CLI00383,20.0,17.0,Premium,39.9,51,33,3.0,2.0,PIX,mobile,0,Vai cancelar,0.6
CLI00384,36.0,31.0,Básico,19.9,59,178,4.0,3.5,Débito,Tablet,0,Vai continuar,0.2
CLI00385,37.0,23.0,Padrão,29.9,91,39,5.0,3.9,Boleto,mobile,0,Vai continuar,0.2
CLI00386,57.0,36.0,Padrão,29.9,34,152,9.0,3.9,PIX,Desktop,0,Vai continuar,0.2
CLI00387,66.0,19.0,PREMIUM,39.9,31,130,1.0,0.6,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI00388,,,Básico,,75,54,,2.4,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI00389,30.0,39.0,Premium,39.9,16,142,2.0,3.8,PIX,Mobile,0,Vai continuar,0.2
CLI00390,56.0,36.0,basico,19.9,12,74,9.0,2.1,Credito,Tablet,0,Vai cancelar,0.6
CLI00391,46.0,14.0,basico,19.9,75,152,3.0,1.4,Credito,mobile,0,Vai cancelar,0.6
CLI00392,39.0,37.0,Básico,19.9,10,127,3.0,0.9,Cartão de Crédito,Mobile,1,Vai cancelar,0.6
CLI00393,53.0,44.0,PREMIUM,39.9,26,188,2.0,4.9,Débito,mobile,0,Vai continuar,0.2
CLI00394,26.0,46.0,Básico,19.9,14,25,1.0,0.9,Débito,Mobile,1,Vai cancelar,0.6
CLI00395,23.0,53.0,basico,19.9,0,11,9.0,2.9,PIX,Tablet,1,Vai cancelar,0.6
CLI00396,46.0,17.0,Básico,19.9,91,25,9.0,2.3,Boleto,tv,0,Vai cancelar,0.6
CLI00397,38.0,41.0,basico,19.9,38,113,7.0,2.4,PIX,Desktop,1,Vai cancelar,0.6
CLI00398,44.0,22.0,Padrão,29.9,41,151,6.0,3.7,PIX,Desktop,1,Vai continuar,0.2
CLI00399,35.0,53.0,Padrão,29.9,74,141,1.0,4.4,Cartão de Crédito,mobile,1,Vai continuar,0.2
CLI00400,33.0,57.0,Básico,19.9,88,138,4.0,2.2,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI00401,52.0,33.0,Premium,39.9,49,33,1.0,4.3,Cartão de Crédito,Mobile,0,Vai continuar,0.2
CLI00402,19.0,50.0,basico,19.9,44,114,7.0,2.2,PIX,tv,0,Vai cancelar,0.6
CLI00403,,1.0,Básico,,86,123,0.0,2.1,Débito,TV,1,Vai cancelar,0.9
CLI00404,70.0,42.0,basico,19.9,10,33,3.0,2.9,,tv,0,Vai cancelar,0.6
CLI00405,22.0,49.0,basico,19.9,49,164,8.0,0.7,Credito,Desktop,1,Vai cancelar,0.6
CLI00406,34.0,26.0,Padrão,29.9,59,124,4.0,3.1,Boleto,Tablet,0,Vai continuar,0.2
CLI00407,69.0,7.0,basico,19.9,55,135,0.0,1.4,PIX,Mobile,1,Vai cancelar,0.6
CLI00408,24.0,18.0,Básico,19.9,2,185,7.0,1.4,Cartão de Crédito,tv,1,Vai cancelar,0.6
CLI00409,45.0,17.0,Padrão,29.9,4,46,8.0,1.6,,Tablet,1,Vai cancelar,0.6
CLI00410,25.0,55.0,PREMIUM,39.9,69,72,0.0,0.5,,Mobile,0,Vai cancelar,0.6
CLI00411,70.0,22.0,Básico,19.9,69,14,0.0,2.2,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI00412,69.0,48.0,Premium,39.9,12,60,2.0,4.7,,mobile,0,Vai continuar,0.2
CLI00413,77.0,26.0,Premium,39.9,75,165,3.0,2.4,PIX,Desktop,0,Vai cancelar,0.6
CLI00414,48.0,44.0,Básico,19.9,59,74,1.0,4.0,Boleto,Desktop,0,Vai continuar,0.2
CLI00415,29.0,22.0,Premium,39.9,33,129,2.0,1.8,,Desktop,0,Vai cancelar,0.6
CLI00416,66.0,10.0,Padrão,29.9,40,67,6.0,2.6,,Tablet,0,Vai cancelar,0.6
CLI00417,49.0,44.0,Premium,39.9,3,23,1.0,4.6,Boleto,TV,1,Vai continuar,0.2
CLI00418,70.0,48.0,Premium,39.9,32,170,3.0,3.7,PIX,TV,0,Vai continuar,0.2
CLI00419,43.0,31.0,PREMIUM,39.9,56,61,4.0,1.8,,mobile,0,Vai cancelar,0.6
CLI00420,61.0,54.0,Básico,19.9,69,83,6.0,2.8,,Tablet,0,Vai cancelar,0.6
CLI00421,18.0,16.0,basico,19.9,39,132,7.0,1.7,Débito,Tablet,1,Vai cancelar,0.6
CLI00422,48.0,42.0,basico,19.9,28,85,4.0,3.8,Boleto,Tablet,0,Vai continuar,0.2
CLI00423,44.0,26.0,Básico,19.9,71,111,2.0,4.2,Cartão de Crédito,Tablet,0,Vai continuar,0.2
CLI00424,19.0,14.0,Padrão,29.9,83,166,2.0,4.3,Credito,Desktop,1,Vai continuar,0.2
CLI00425,18.0,37.0,basico,19.9,5,32,5.0,1.3,Boleto,Tablet,1,Vai cancelar,0.6
CLI00426,77.0,50.0,Premium,39.9,94,176,7.0,0.2,PIX,Tablet,0,Vai cancelar,0.6
CLI00427,26.0,1.0,Premium,39.9,66,43,7.0,3.1,Débito,Tablet,0,Vai continuar,0.5
CLI00428,24.0,32.0,basico,19.9,37,31,9.0,2.5,Débito,Mobile,0,Vai cancelar,0.6
CLI00429,57.0,30.0,PREMIUM,39.9,58,84,7.0,2.4,Boleto,Desktop,0,Vai cancelar,0.6
CLI00430,55.0,42.0,Básico,19.9,40,50,5.0,2.4,Boleto,Desktop,0,Vai cancelar,0.6
CLI00431,39.0,1.0,Básico,19.9,90,163,4.0,0.6,Cartão de Crédito,mobile,0,Vai cancelar,0.9
CLI00432,43.0,33.0,Padrão,29.9,83,124,8.0,2.3,Débito,Desktop,1,Vai cancelar,0.6
CLI00433,64.0,44.0,Premium,39.9,28,167,1.0,0.8,,Tablet,0,Vai cancelar,0.6
CLI00434,47.0,51.0,Premium,39.9,40,130,9.0,4.6,Débito,Desktop,0,Vai continuar,0.2
CLI00435,28.0,39.0,Premium,39.9,23,31,4.0,2.0,Débito,tv,0,Vai cancelar,0.6
CLI00436,71.0,18.0,Premium,39.9,23,114,4.0,3.5,Credito,Desktop,1,Vai continuar,0.2
CLI00437,42.0,57.0,Padrão,29.9,84,104,4.0,1.5,Cartão de Crédito,tv,0,Vai cancelar,0.6
CLI00438,74.0,6.0,Padrão,29.9,4,29,4.0,4.0,,Mobile,0,Vai continuar,0.2
CLI00439,57.0,1.0,basico,19.9,45,12,8.0,0.7,PIX,Mobile,1,Vai cancelar,0.9
CLI00440,24.0,8.0,PREMIUM,39.9,85,36,4.0,4.4,PIX,Mobile,1,Vai continuar,0.2
CLI00441,18.0,57.0,PREMIUM,39.9,4,162,1.0,3.7,Débito,TV,0,Vai continuar,0.2
CLI00442,51.0,39.0,PREMIUM,39.9,40,106,3.0,2.4,Débito,mobile,0,Vai cancelar,0.6
CLI00443,59.0,49.0,basico,19.9,81,69,9.0,3.3,Credito,Mobile,0,Vai continuar,0.2
CLI00444,29.0,30.0,PREMIUM,39.9,37,177,8.0,1.5,Credito,Mobile,0,Vai cancelar,0.6
CLI00445,40.0,14.0,PREMIUM,39.9,86,102,7.0,1.7,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI00446,20.0,13.0,Padrão,29.9,20,128,1.0,1.1,,tv,0,Vai cancelar,0.6
CLI00447,50.0,46.0,PREMIUM,39.9,8,182,0.0,1.2,,Desktop,1,Vai cancelar,0.6
CLI00448,63.0,46.0,Padrão,29.9,72,181,7.0,0.6,Boleto,Desktop,0,Vai cancelar,0.6
CLI00449,22.0,21.0,basico,19.9,14,112,8.0,4.5,Cartão de Crédito,Mobile,1,Vai continuar,0.2
CLI00450,72.0,9.0,Básico,19.9,47,97,4.0,0.5,Credito,Desktop,0,Vai cancelar,0.6
CLI00451,52.0,31.0,PREMIUM,39.9,52,92,7.0,4.0,Boleto,Desktop,0,Vai continuar,0.2
CLI00452,67.0,13.0,basico,19.9,11,30,4.0,3.6,,Desktop,1,Vai continuar,0.2
CLI00453,62.0,1.0,Premium,39.9,97,73,0.0,4.9,Boleto,Tablet,1,Vai continuar,0.5
CLI00454,48.0,9.0,PREMIUM,39.9,85,29,6.0,0.2,Débito,mobile,1,Vai cancelar,0.6
CLI00455,32.0,46.0,Padrão,29.9,10,42,4.0,2.0,PIX,TV,1,Vai cancelar,0.6
CLI00456,32.0,3.0,Padrão,29.9,96,27,8.0,4.7,Cartão de Crédito,tv,1,Vai continuar,0.5
CLI00457,35.0,8.0,Premium,39.9,25,66,6.0,4.3,Débito,Desktop,0,Vai continuar,0.2
CLI00458,22.0,23.0,PREMIUM,39.9,39,67,3.0,0.6,PIX,Desktop,0,Vai cancelar,0.6
CLI00459,70.0,38.0,Premium,39.9,70,105,5.0,1.2,Débito,mobile,1,Vai cancelar,0.6
CLI00460,30.0,44.0,PREMIUM,39.9,23,129,1.0,4.0,Boleto,Mobile,0,Vai continuar,0.2
CLI00461,72.0,35.0,Padrão,29.9,93,124,9.0,3.5,Credito,tv,0,Vai continuar,0.2
CLI00462,37.0,20.0,PREMIUM,39.9,76,108,6.0,4.7,Boleto,Mobile,0,Vai continuar,0.2
CLI00463,35.0,21.0,PREMIUM,39.9,56,130,8.0,2.8,Cartão de Crédito,tv,1,Vai cancelar,0.6
CLI00464,58.0,60.0,PREMIUM,39.9,3,80,2.0,3.9,Credito,Mobile,1,Vai continuar,0.2
CLI00465,46.0,17.0,basico,19.9,47,149,7.0,1.9,Débito,mobile,1,Vai cancelar,0.6
CLI00466,44.0,14.0,basico,19.9,94,29,8.0,4.6,,Tablet,0,Vai continuar,0.2
CLI00467,58.0,2.0,PREMIUM,39.9,74,56,0.0,2.5,Cartão de Crédito,Tablet,0,Vai cancelar,0.9
CLI00468,28.0,44.0,PREMIUM,39.9,15,50,0.0,1.4,Credito,Desktop,0,Vai cancelar,0.6
CLI00469,54.0,4.0,Básico,19.9,78,70,1.0,3.9,,Desktop,0,Vai continuar,0.5
CLI00470,28.0,30.0,PREMIUM,39.9,83,102,1.0,4.0,Credito,Mobile,0,Vai continuar,0.2
CLI00471,34.0,25.0,Básico,19.9,27,167,8.0,4.6,Credito,tv,0,Vai continuar,0.2
CLI00472,62.0,50.0,Padrão,29.9,87,168,8.0,4.3,Cartão de Crédito,tv,1,Vai continuar,0.2
CLI00473,76.0,1.0,Premium,39.9,60,172,0.0,2.6,Débito,Desktop,1,Vai cancelar,0.9
CLI00474,21.0,2.0,PREMIUM,39.9,59,56,7.0,4.1,Boleto,Tablet,0,Vai continuar,0.5
CLI00475,50.0,24.0,Básico,19.9,46,42,5.0,3.5,Credito,Mobile,0,Vai continuar,0.2
CLI00476,26.0,42.0,Básico,19.9,32,132,3.0,2.5,Credito,Tablet,1,Vai cancelar,0.6
CLI00477,49.0,29.0,Básico,19.9,40,101,1.0,3.5,,Mobile,0,Vai continuar,0.2
CLI00478,61.0,26.0,basico,19.9,57,95,2.0,2.9,Débito,mobile,0,Vai cancelar,0.6
CLI00479,52.0,59.0,basico,19.9,62,134,8.0,3.1,Credito,Tablet,0,Vai continuar,0.2
CLI00480,76.0,31.0,Premium,39.9,44,106,5.0,0.8,Credito,Desktop,1,Vai cancelar,0.6
CLI00481,72.0,29.0,PREMIUM,39.9,85,67,0.0,1.1,Credito,TV,0,Vai cancelar,0.6
CLI00482,35.0,37.0,Padrão,29.9,85,31,2.0,4.4,Credito,Tablet,0,Vai continuar,0.2
CLI00483,33.0,24.0,basico,19.9,71,44,2.0,0.5,Credito,mobile,1,Vai cancelar,0.6
CLI00484,35.0,34.0,Premium,39.9,38,130,5.0,1.7,PIX,mobile,0,Vai cancelar,0.6
CLI00485,29.0,55.0,Padrão,29.9,40,82,5.0,3.5,Débito,Mobile,0,Vai continuar,0.2
